SN,GANTRY_HEIGHT,ADDRESS,CAR_PARK_NO,X_COORD,Y_COORD,CAR_PARK_TYPE
1144,0,BLK 63 TO 64 CIRCUIT ROAD,M38,34027.245,34375.424,SURFACE CAR PARK
1145,2,BLK 534-545 HOUGANG AVENUE 8,HG50,34456.3578,39923.9507,SURFACE CAR PARK
1146,2,BLK 497L TAMPINES STREET 45,TM27,42085.7621,38079.9813,MULTI-STOREY CAR PARK
1147,2.15,BLK 687 WOODLANDS DRIVE 75,W102,25028.4866,46986.64,MULTI-STOREY CAR PARK
1148,2.15,BLK 119 EDGEFIELD PLAINS,P7,36140.7994,41924.977,MULTI-STOREY CAR PARK
1149,0,BLK 113 TO 120 POTONG PASIR AVENUE 1,PP5,31328.03,35388.25,SURFACE CAR PARK
1150,2.15,BLK 492A ADMIRALTY LINK,SB27,26228.1281,48691.4308,MULTI-STOREY CAR PARK
1151,2.4,BLK 87 ZION ROAD,H3,27910.6083,30378.7005,SURFACE CAR PARK
1152,0,BLK 7 NORTH BRIDGE ROAD,CR4,31351.9277,31854.1587,SURFACE CAR PARK
1153,0,BLK 109B PUNGGOL FIELD,P6L,36543.1672,41943.8193,SURFACE CAR PARK
1154,0,BLK 327A SUMANG WALK,P76L,35336.0812,43792.9611,SURFACE CAR PARK
1155,2.15,BLK 521A WOODLANDS DRIVE 14,W521,23581.4144,46183.1367,MULTI-STOREY CAR PARK
1156,4.5,"BLK 662/666,666A TO 666B YISHUN AVENUE 4",Y39,28802.1641,44647.4297,MECHANISED AND SURFACE CAR PARK
1157,2.15,BLK 26 JALAN MEMBINA,JMB3,27140.8217,29448.5025,MULTI-STOREY CAR PARK
1158,5.4,BLK 32/35 TELOK BLANGAH RISE,TB9,26766.3105,28419.3515,SURFACE CAR PARK
1159,0,BLK 115-117 JALAN BUKIT MERAH,TE1,27236.0312,29306.6816,SURFACE CAR PARK
1160,4.5,BLK 62B LORONG 4 TOA PAYOH,TP65,29973.9188,35315.1935,SURFACE CAR PARK
1161,2,BLK 371A WOODLANDS AVENUE 1,W63,22780.0672,46063.1491,MULTI-STOREY CAR PARK
1162,0,BLK 335-341 HOUGANG AVENUE 7,HG26,35293.1914,39057.5898,SURFACE CAR PARK
1163,2,BLK 838A HOUGANG CENTRAL,HG68,34512.6726,39104.8807,MULTI-STOREY CAR PARK
1164,2.15,BLK 319 ANCHORVALE DRIVE,SK49,34358.6228,41381.4575,MULTI-STOREY CAR PARK
1165,2.15,BLK 781 WOODLANDS AVENUE 9,W781,24637.5027,47838.0528,MULTI-STOREY CAR PARK
1166,2.15,BLK 636 SENJA ROAD,BJ67,19616.1105,41031.7585,MULTI-STOREY CAR PARK
1167,4.5,BLK 23 BENDEMEER ROAD,KB17,31293.2559,33326.1406,SURFACE CAR PARK
1168,2.15,BLK 206 WOODLEIGH LINK,BA7,32320.0357,35997.2684,MULTI-STOREY CAR PARK
1169,2.15,BLK 207 WOODLEIGH LINK,BA8,32246.0659,35990.7456,MULTI-STOREY CAR PARK
1170,2.15,BLK 212 BIDADARI PARK DRIVE,BA9,32740.6501,36141.8658,MULTI-STOREY CAR PARK
1171,0,BLK 130-140 CASHEW ROAD,BJ1,20878.08,39550.76,SURFACE CAR PARK
1172,2.15,BLK 10 BENDEMEER ROAD,BLM,31076.0824,33087.5529,MULTI-STOREY CAR PARK
1173,2.15,BLK 52A PIPIT ROAD,MM2,33873.4028,34064.3335,MULTI-STOREY CAR PARK
1174,2.15,BLK 462A CLEMENTI AVENUE 3,C20M,20469.2131,32645.0967,MULTI-STOREY CAR PARK
1175,2,BLK 374A TAMPINES STREET 34,TM13,41998.1122,37604.9556,MULTI-STOREY CAR PARK
1176,4.5,BLK 40-44 SIMS DRIVE,SD1,32870.5864,33205.4777,SURFACE CAR PARK
1177,0,BLK 202/205 TAMPINES STREET 21,T16,41242.6367,37183.9531,SURFACE CAR PARK
1178,2.15,BLK 185A JELEBU ROAD,BJ52,20134.1254,40120.981,MULTI-STOREY CAR PARK
1179,4.5,BLK 209/210 ANG MO KIO STREET 22,A8,29111.67,38975.61,SURFACE CAR PARK
1180,2.15,BLK 119A KIM TIAN ROAD,KTM4,27329.8822,29325.2282,MULTI-STOREY CAR PARK
1181,1.9,BLK 259A BANGKIT ROAD,BJ16,21356.3257,39943.2707,MULTI-STOREY CAR PARK
1182,4.5,BLK 1/3/8 SAINT GEORGE ROAD,SG1,31081.3691,33941.3672,SURFACE CAR PARK
1183,4.5,BLK 832/841 YISHUN STREET 81,Y28,28043.8717,44130.9725,SURFACE CAR PARK
1184,0,BLK 81/89 WHAMPOA DRIVE,BR4,30459.8203,33979.9766,SURFACE CAR PARK
1185,2.9,BLK 74/75 WHAMPOA DRIVE,BR5,30768.0099,34127.2333,SURFACE CAR PARK
1186,0,BLK 92 WHAMPOA DRIVE,BR6,30249.9707,33920.4375,SURFACE CAR PARK
1187,4.5,BLK 107/110 BEDOK NORTH ROAD,B28,39379.6445,34971.7852,SURFACE CAR PARK
1188,9.99,BLK 933-953 JURONG WEST STREET 91,J65,11971.8174,36102.7266,SURFACE CAR PARK
1189,5.4,BLK 409/414 SERANGOON CENTRAL/AVENUE 1,SE26,32542.9488,36786.8864,SURFACE CAR PARK
1190,5.4,BLK 421/427 SERANGOON CENTRAL/AVENUE 1,SE27,32777.6686,36724.1991,SURFACE CAR PARK
1191,2.15,BLK 227A LORONG 8 TOA PAYOH,TPMM,30747.1931,35686.9065,MULTI-STOREY CAR PARK
1192,2.2,BLK 470 YISHUN STREET 42,Y80M,30167.5966,45330.3961,COVERED CAR PARK
1193,0,BLK 950 TO 976 HOUGANG AVENUE 9 /STREET 91,H87L,33038.8293,40052.7361,SURFACE CAR PARK
1194,2.15,BLK 659 PUNGGOL EAST ROAD,PL77,37596.6187,42542.5155,MULTI-STOREY CAR PARK
1195,4.5,BLKS 501-507 HOUGANG AVENUE 8,HG37,34015.3359,39445.9023,SURFACE CAR PARK
1196,4.5,BLK 25-27 CHAI CHEE ROAD,CC6,38043.4844,33973.1328,SURFACE CAR PARK
1197,0,BLK 79 PENG NGUAN STREET/CHAY YAN STREET,TE29,27776.6895,29392.8223,SURFACE CAR PARK
1198,0,BLK 22/34/36 CIRCUIT ROAD,M4,34047.6106,34582.1714,SURFACE CAR PARK
1199,0,BLK 1/2 CHAI CHEE STREET,CC1,37970.7792,34316.7372,SURFACE CAR PARK
1200,0,BLK 288/295 CHOA CHU KANG AVENUE 2/3,CK15,17716.2981,40045.082,SURFACE CAR PARK
1201,2.15,BLK 66A CIRCUIT ROAD,MM3,34087.5573,34277.3707,MULTI-STOREY CAR PARK
1202,4.5,BLK 41/42 CHAI CHEE STREET,CC9,38313.9557,34438.2547,SURFACE CAR PARK
1203,0,BLK 416 PANDAN GARDENS,P11,18544.4873,33717.7282,SURFACE CAR PARK
1204,2.15,BLK 33 PARK CRESCENT MSCP,PRM,28996.2194,29764.092,MULTI-STOREY CAR PARK
1205,4.5,BLK 168-171 STIRLING ROAD,STM3,24662.1367,30248.061,SURFACE CAR PARK
1206,4.5,BLK 101-109 LENGKONG TIGA,LT3,36588.6943,34141.3917,SURFACE CAR PARK
1207,2.15,BLK 18A LORONG 6 TOA PAYOH,TPB1,30590.6956,35360.7931,MULTI-STOREY CAR PARK
1208,4.5,BLK 30 BENDEMEER ROAD,KB10,31369.1973,33463.1641,SURFACE CAR PARK
1209,2.15,BLK 96 CIRCUIT ROAD,MM8,34141.4998,34429.5657,MULTI-STOREY CAR PARK
1210,2.15,BLK 325 TENGAH GARDEN WALK,TH33,16882.4246,38381.1192,MULTI-STOREY CAR PARK
1211,2.15,BLK 375 WOODLANDS AVENUE 1,W375,22333.9032,45958.778,MULTI-STOREY CAR PARK
1212,2.15,BLK 267 COMPASSVALE LINK,SK65,35087.586,40622.2863,MULTI-STOREY CAR PARK
1213,2,BLK 497K TAMPINES STREET 45,TM26,42056.4696,37988.6087,MULTI-STOREY CAR PARK
1214,2.15,BLK 301 PUNGGOL CENTRAL,PL31,36110.4866,42837.2882,MULTI-STOREY CAR PARK
1215,2.15,BLK 302 PUNGGOL PLACE,PL32,35933.3863,42966.5081,MULTI-STOREY CAR PARK
1216,4.5,BLK 775-794 YISHUN RING RD/AVENUE 2,Y23,27848.8519,44815.6702,SURFACE CAR PARK
1217,2.15,BLK 305 PUNGGOL ROAD,PL36,36113.2644,43096.1637,COVERED CAR PARK
1218,2.15,BLK 288 PUNGGOL PLACE,PL43,35765.2615,42620.0879,COVERED CAR PARK
1219,2.15,BLK 163A GANGSA ROAD,BJ42,20317.5802,39878.586,MULTI-STOREY CAR PARK
1220,2.15,BLK 39 EUNOS ROAD 2,ECM2,35493.2923,33564.1391,MULTI-STOREY CAR PARK
1221,5.4,"BLK 201/202, 207/212 YISHUN STREET 21",Y13,28505.9395,45881.9889,SURFACE CAR PARK
1222,2.15,BLK 156A LORONG 1 TOA PAYOH,TPMB,29326.8155,35027.9474,MULTI-STOREY CAR PARK
1223,2.15,BLK 443 FERNVALE ROAD,SK78,32535.1306,41510.8896,MULTI-STOREY CAR PARK
1224,0,BLK 510 BEDOK NORTH STREET 3,B41,38925.7812,34972.8867,SURFACE CAR PARK
1225,0,BLK 38 TO 40 CIRCUIT ROAD,M37,33818.9546,34433.4006,SURFACE CAR PARK
1226,5.4,BLK 301/309 BUKIT BATOK STREET 31,U21,18569.9729,37715.1464,SURFACE CAR PARK
1227,2.15,BLK 182 WOODLANDS STREET 13,W182,21621.1257,46318.1491,MULTI-STOREY CAR PARK
1228,2,BLK 4A SAINT GEORGE'S LANE,SGLM,30994.8653,33878.8196,MULTI-STOREY CAR PARK
1229,0,BLK 17/18 TOH YI DRIVE,TY3T,21219.4283,35808.8247,SURFACE CAR PARK
1230,2.15,BLK 25A/26/26A/26B SAINT GEORGE'S LANE,SGTM,31285.1184,33809.4155,MULTI-STOREY CAR PARK
1231,2.15,BLK 161A LORONG 1 TOA PAYOH,TPMD,29290.1401,34713.1702,MULTI-STOREY CAR PARK
1232,2.15,BLK 701A TAMPINES STREET 71,TM30,39499.7604,37661.9755,MULTI-STOREY CAR PARK
1233,2.1,BLK 104A HENDERSON CRESCENT,HCM,26691.3633,30161.685,MULTI-STOREY CAR PARK
1234,2.1,BLK 480 480 LORONG 6 TOA PAYOH,HDBH,29669.4119,34933.9237,BASEMENT CAR PARK
1235,2.15,681 PUNGGOL DR,PDL2,36878.2862,42747.5714,BASEMENT CAR PARK
1236,2.15,BLK 451 BUKIT BATOK WEST AVENUE 6,U60,18060.8019,37237.9017,MULTI-STOREY CAR PARK
1237,2.15,BLK440 BUKIT BATOK WEST AVENUE 8,U61,17534.7152,37528.3789,MULTI-STOREY CAR PARK
1238,2.15,BLK 683 CHOA CHU KANG CRESCENT,CK60,18268.595,42905.4416,MULTI-STOREY CAR PARK
1239,4.5,BLK 167-179 WOODLANDS STREET 13,W21,21847.2739,46264.664,SURFACE CAR PARK
1240,0,BLK 101/102 YISHUN AVENUE 5,Y1,27349.3731,45851.7834,SURFACE CAR PARK
1241,2.15,BLOCK 676 YISHUN RING ROAD,Y76M,28940.4724,44825.8894,MULTI-STOREY CAR PARK
1242,2.15,BLK 88A TELOK BLANGAH HEIGHTS,TBM4,25156.3228,28862.5317,MULTI-STOREY CAR PARK
1243,4.5,BLK 113/114 DEPOT ROAD,TB14,25109.3906,29363.2539,SURFACE CAR PARK
1244,3.8,BLK 201/211 BUKIT BATOK STREET 21,U12,18668.6078,36565.8437,SURFACE CAR PARK
1245,2.15,BLK 313A SEMBAWANG DRIVE,SB4,26659.5337,47304.5182,MULTI-STOREY CAR PARK
1246,4.5,BLK 5 TO 8 MARINE TERRACE,MP2,37274.8789,31840.2031,SURFACE CAR PARK
1247,2.15,BLK 194 PUNGGOL ROAD,PL28,36145.8836,42652.6976,MULTI-STOREY CAR PARK
1248,2.15,BLK 574A HOUGANG STREET 51,HG71,33904.3999,39964.9457,MULTI-STOREY CAR PARK
1249,2.15,BLK 213 BIDADARI PARK DRIVE,BA10,32401.338,36121.0002,MULTI-STOREY CAR PARK
1250,4.5,BLK 642/643 YISHUN STREET 61,Y36,28482.6126,44810.8534,SURFACE CAR PARK
1251,4.5,BLK 644/647 YISHUN STREET 61,Y37,28473.8291,44855.9633,SURFACE CAR PARK
1252,0,BLK 102 COMMONWEALTH CRESCENT,Q94,24354.3978,32217.4868,SURFACE CAR PARK
1253,2,BLK 850A HOUGANG CENTRAL,HG69,34638.456,39111.1082,MULTI-STOREY CAR PARK
1254,1.9,BLK 419A YISHUN AVENUE 11,Y49M,29580.9409,45111.9779,MULTI-STOREY CAR PARK
1255,3.5,"BLK 465A-465B, 466A-466B,467A-467C YISHUN AVENUE 6",Y79L,29956.6805,45246.4831,SURFACE CAR PARK
1256,2,BLK 413A WOODLANDS STREET 41,W44,21205.5217,45525.4699,MULTI-STOREY CAR PARK
1257,2,BLK 421A WOODLANDS STREET 41,W45,21528.0175,45524.5271,MULTI-STOREY CAR PARK
1258,4.5,BLK 2/4/6/31/32 HOLLAND CLOSE,Q84,23921.707,32122.75,SURFACE CAR PARK
1259,0,BLK 52 STIRLING ROAD,Q17,24717.58,30953.45,SURFACE CAR PARK
1260,0,BLK 165-166 STIRLING ROAD,Q5S,24530.9034,30353.3466,SURFACE CAR PARK
1261,2.15,BLK 73 REDHILL ROAD,RHM3,26214.2901,30036.7081,MULTI-STOREY CAR PARK
1262,2.15,BLK 74 REDHILL ROAD,RHM4,26052.2467,30044.7806,MULTI-STOREY CAR PARK
1263,1.9,BLK 376 BUKIT BATOK MSCP,U29,18649.5445,37851.9011,MULTI-STOREY CAR PARK
1264,1.9,BLK 750A JURONG WEST STREET 73,J77M,13002.919,36619.5998,MULTI-STOREY CAR PARK
1265,0,BLK 7 KING GEORGE AVENUE,MR4,30966.4004,32248.0234,SURFACE CAR PARK
1266,0,"BLK 512 TO 518, 554 BEDOK NORTH AVENUE 2",B94A,38668.2981,34834.5151,SURFACE CAR PARK
1267,2.15,BLK 22A TEBAN GARDENS ROAD,TGM3,17539.8244,33945.2298,MULTI-STOREY CAR PARK
1268,2.15,BLK 57A TEBAN GARDENS ROAD,TGM4,17308.7145,33863.5119,MULTI-STOREY CAR PARK
1269,2.15,BLK 35A JALAN RUMAH TINGGI,BM4,25288.5551,30009.2384,MULTI-STOREY CAR PARK
1270,2.15,BLK 2B BOON TIONG ROAD,BTM,27996.7913,29911.548,MULTI-STOREY CAR PARK
1271,4.5,BLK 528/534 JURONG WEST STREET 52,J29,15045.9395,36750.0547,SURFACE CAR PARK
1272,2.15,BLK 548 WOODLANDS DR 44,PDW5,23640.69,45832.6288,SURFACE/MULTI-STOREY CAR PARK
1273,0,BLK 96-111 AND 115 COMMONWEALTH CRESCENT,Q65A,24418.636,32156.675,SURFACE CAR PARK
1274,2.15,BLK 111A RIVERVALE WALK,SK16,35521.3711,40631.423,MULTI-STOREY CAR PARK
1275,4.5,BLK 75/76 TELOK BLANGAH DRIVE,TB19,25261.3047,28571.479,SURFACE CAR PARK
1276,4.5,BLK 119/123 BEDOK NORTH STREET 2,B30,39733.8204,34684.0888,SURFACE CAR PARK
1277,2.15,BLK 241A COMPASSVALE WALK,SK10,35224.4669,41353.9464,MULTI-STOREY CAR PARK
1278,2.15,BLK 24A SIN MING ROAD,SM9,28392.1992,37509.3008,MULTI-STOREY CAR PARK
1279,0,BLK 132 SIMEI STREET 1,SI6,41611.4102,36559.418,SURFACE CAR PARK
1280,4.5,BLK 19 TO 23 LORONG 7 TOA PAYOH,TP43,30663.1798,35221.9322,SURFACE CAR PARK
1281,2,BLK 564A PASIR RIS STREET 51,PM23,40930.0174,38967.7033,MULTI-STOREY CAR PARK
1282,0,BLK 10/11/19 TO 21 JOO SENG ROAD,UA3,33265.027,35204.8735,SURFACE CAR PARK
1283,0,BLK 8 JOO SENG ROAD,UA4,33075.3159,35275.3778,SURFACE CAR PARK
1284,0,BLK 42 CASSIA CRESCENT,K9,33891.3203,32539.3633,SURFACE CAR PARK
1285,2.15,BLK 955A HOUGANG AVENUE 9,HG87,32957.2644,39767.9074,MULTI-STOREY CAR PARK
1286,3.8,BLK 343-346 YISHUN AVENUE 11,Y45,29095.1082,45430.1318,SURFACE CAR PARK
1287,4.5,BLK 330/337 ANG MO KIO AVENUE 8,A25,30037.566,38313.6296,SURFACE CAR PARK
1288,4.5,"BLKS 59, 62-65 NEW UPPER CHANGI ROAD",B16,39934.8473,33971.8042,SURFACE CAR PARK
1289,2.15,BLK 618 TAMPINES STREET 61,NT5,39861.432,38191.3771,COVERED CAR PARK
1290,3.8,BLK 206A PUNGGOL PLACE,PL44,35568.6186,42304.0762,SURFACE CAR PARK
1291,0,BLK 51/54 KENT ROAD,KJ4,30020.0977,33207.0158,SURFACE CAR PARK
1292,4.5,BLK 625/629 BEDOK RESERVOIR ROAD,B53,37110.0129,35160.4187,SURFACE CAR PARK
1293,4.5,BLK 101/108 SERANGOON NORTH AVENUE 1,SE2,32141.4161,39120.5864,SURFACE CAR PARK
1294,5.4,BLK 401/408 SERANGOON CENTRAL/AVENUE 1,SE25,32385.3212,36493.6986,SURFACE CAR PARK
1295,0,BLK 506/509 BISHAN STREET 11,BE21,29749.6768,36749.5862,SURFACE CAR PARK
1296,0,BLK 229A & 229B SUMANG LANE,P73L,34524.5777,42733.2272,SURFACE CAR PARK
1297,0,"BLK 109A, 109B,109C & 109D CANBERRA WALK",S47L,27557.5807,47754.0354,SURFACE CAR PARK
1298,2.15,BLK 413 FERNVALE LINK,SK58,32996.0569,41263.3008,MULTI-STOREY CAR PARK
1299,2,BLK 413A COMMONWEALTH AVENUE WEST,C4M,21009.1656,32642.4126,MULTI-STOREY CAR PARK
1300,2.15,BLK 183A CORPORATION DRIVE,TJ35,15665.26,35011.1747,MULTI-STOREY CAR PARK
1301,4.5,BLK 513 TAMPINES CENTRAL 1,T54,40286.9005,37300.6184,SURFACE CAR PARK
1302,2.15,BLK 612 PUNGGOL DRIVE,PL38,36381.5675,42939.0974,MULTI-STOREY CAR PARK
1303,4.5,BLK 84/89 BEDOK NORTH AVENUE 4,B24,39682.7466,34983.1176,SURFACE CAR PARK
1304,2.15,BLK 875A TAMPINES STREET 86,TM54,38750.9399,37292.1188,MULTI-STOREY CAR PARK
1305,4.5,BLK 404/413 BEDOK NORTH AVENUE 3,B10,39172.2903,34582.9441,SURFACE CAR PARK
1306,3.5,BLKS 108/112 MCNAIR ROAD,MN1,30880.3705,33808.8344,SURFACE CAR PARK
1307,0,BLK 151 MEI LING STREET,Q19,24654.5215,30786.998,SURFACE CAR PARK
1308,2.15,BLK 146A RIVERVALE CRESCENT,SK9,36079.7857,41414.8039,MULTI-STOREY CAR PARK
1309,2.15,BLK 332 ANCHORVALE LINK,SK90,34570.2904,41861.2936,MULTI-STOREY CAR PARK
1310,4.5,BLK 186/191 TO 193 TOA PAYOH TOWN CENTRE,TP18,29939.32,34976.48,SURFACE CAR PARK
1311,2.15,BLK 678 PUNGGOL DRIVE,PL61,36410.0435,43106.6938,MULTI-STOREY CAR PARK
1312,2.15,BLK 677 PUNGGOL DRIVE,PL63,36486.8089,43065.2274,MULTI-STOREY CAR PARK
1313,2.15,BLK 676 PUNGGOL DRIVE,PL64,36557.4238,43015.7992,MULTI-STOREY CAR PARK
1314,2.15,BLK 588 TO 589 PASIR RIS DRIVE 3,PM31,40664.8609,39906.6749,MULTI-STOREY CAR PARK
1315,2.15,BLK 956 TAMPINES STREET 96,TM1B,39281.1253,35952.9654,MULTI-STOREY CAR PARK
1316,2.15,BLK 229 HOUGANG STREET 21,HG1F,33985.8567,37798.8386,MULTI-STOREY CAR PARK
1317,0,BLK 17 JALAN EMPAT,K3T,33624.4511,32211.1481,SURFACE CAR PARK
1318,0,"BLK 423/427, 433/440 YISHUN AVENUE 6/11",Y51,29529.83,44808.1062,SURFACE CAR PARK
1319,2.15,BLK 441 YISHUN AVENUE 11,Y51M,29363.3139,44945.2291,MULTI-STOREY CAR PARK
1320,4.5,BLK 622-632 HOUGANG AVENUE 8,HG34,33362.3594,39106.8477,SURFACE CAR PARK
1321,4.5,BLK 451/460 TAMPINES STREET 42,T79,41482.7031,37721.6602,SURFACE CAR PARK
1322,4.5,BLK 272-275 TAMPINES STREET 22,T32,41035.0411,36785.1588,SURFACE CAR PARK
1323,2.15,BLK 2A DOVER ROAD,AR1M,22474.205,31687.9608,MULTI-STOREY CAR PARK
1324,2.15,BLK 513A BEDOK NORTH AVENUE 2,B94,38688.1313,34940.2851,MULTI-STOREY CAR PARK
1325,2.15,BLK 456A YISHUN STREET 41,Y52M,29291.1048,44676.2316,MULTI-STOREY CAR PARK
1326,0,12 TO 14 DOVER CLOSE EAST,AR7L,22688.3753,32015.1518,SURFACE CAR PARK
1327,0,BLK 459/456 ANG MO KIO STREET 44,A44,30856.9781,38804.1956,SURFACE CAR PARK
1328,2.05,BLK 469/469A/469B ADMIRALTY DRIVE,SB18,25816.924,47840.9691,MULTI-STOREY CAR PARK
1329,4.5,BLK 472/484 TAMPINES STREET 43/44,T77,41294.1032,38193.2412,SURFACE CAR PARK
1330,4.5,BLK 614-618 YISHUN STREET 61,Y34A,28305.7045,44561.1014,SURFACE CAR PARK
1331,1.8,BLK 270/271 ALBERT CENTRE BASEMENT CAR PARK,ACB,30314.7936,31490.4942,BASEMENT CAR PARK
1332,2.15,BLK 601 TAMPINES AVENUE 9,NT1,39457.9515,38139.8942,MULTI-STOREY CAR PARK
1333,0,BLK 568 GANGES AVENUE,H15,27733.5273,30287.791,SURFACE CAR PARK
1334,9.99,BLK 130 JURONG GATEWAY ROAD,J56,17537.9507,35231.3632,SURFACE CAR PARK
1335,2.15,BLK 114A BEDOK NORTH STREET 2,B86,39393.0265,34775.2307,MULTI-STOREY CAR PARK
1336,1.9,BLK 832A JURONG WEST STREET 81,J76M,12558.9118,36274.9459,MULTI-STOREY CAR PARK
1337,0,BLK 601 - 605A/D TAMPINES AVENUE 9/ STREET 61,NTL,39437.1163,38289.5513,SURFACE CAR PARK
1338,2.15,BLK 662 TAMPINES STREET 64,NT12,39145.7911,39063.0552,MULTI-STOREY CAR PARK
1339,2.15,BLK 605 TAMPINES STREET 61,NT2,39470.0333,38235.2559,MULTI-STOREY CAR PARK
1340,2.15,BLK 433 NORTHSHORE DRIVE,PL88,36576.359,44364.7351,MULTI-STOREY CAR PARK
1341,0,BLK 430 NORTHSHORE DRIVE,P88L,36630.6431,44360.7121,SURFACE CAR PARK
1342,0,BLKS 34/35 JALAN BAHAGIA,BR12,30715.4375,34382.2305,SURFACE CAR PARK
1343,4.5,BLK 60 DAKOTA CRESCENT,K22,34127.5,32207.5039,SURFACE CAR PARK
1344,2.15,BLK 101 PUNGGOL FIELD,P3,36063.3675,42259.892,MULTI-STOREY CAR PARK
1345,4.5,BLK 842/856 TAMPINES STREET 82,T46,39486.3058,37178.0754,SURFACE CAR PARK
1346,4.5,BLK 102/103/104 HENDERSON CRESCENT,HE1,26779.8906,30181.1563,SURFACE CAR PARK
1347,0,BLK 325/326 HOUGANG AVENUE 7,HG13,35261.0156,38873.8796,SURFACE CAR PARK
1348,0,BLK 287/298/299A/299B TAMPINES STREET 22,T35,41456.957,36778.5156,SURFACE CAR PARK
1349,2.15,BLK 411 NORTHSHORE DRIVE,PL86,36071.7449,44415.8333,MULTI-STOREY CAR PARK
1350,2.15,BLK 946A HOUGANG STREET 92,HG86,33253.8313,39628.6415,MULTI-STOREY CAR PARK
1351,2.15,BLK 561 CHAMPIONS WAY,W561,23389.2911,45425.0499,MULTI-STOREY CAR PARK
1352,4.5,BLK 102/107 TOWNER ROAD,TR1,31092.8691,33554.6172,SURFACE CAR PARK
1353,0,BLK 232-237 BISHAN STREET 22,BE31,29421.8945,37882.1133,SURFACE CAR PARK
1354,4.5,BLK 124/129 BEDOK NORTH STREET 2,B31,39744.5963,34524.6842,SURFACE CAR PARK
1355,9.99,BLK 848 YISHUN STREET 81,Y30,28212.8196,44250.2645,SURFACE CAR PARK
1356,4.5,BLK 265/289 YISHUN STREET 22/AVENUE 6,Y19,28538.5011,46605.7561,SURFACE CAR PARK
1357,0,BLK 865/880 YISHUN STREET 81,Y40,28378.3276,44072.1863,SURFACE CAR PARK
1358,4.5,BLK 824/827 TAMPINES STREET 81,T42,39062.7271,36823.2135,SURFACE CAR PARK
1359,2.15,BLK 305 ANCHORVALE LINK,SK41,34060.4225,41184.0668,MULTI-STOREY CAR PARK
1360,0,BLK 91/92 COMMONWEALTH DRIVE,Q73,24335.5387,32064.3962,SURFACE CAR PARK
1361,2.15,BLK 10A HOLLAND DRIVE,Q75M,23590.6968,32292.0387,MULTI-STOREY CAR PARK
1362,4.5,BLK 46/47/48/49 SIMS PLACE,SD3,33111.4554,33289.2189,SURFACE CAR PARK
1363,2,BLK 316A TAMPINES STREET 33,TM8,41787.0937,37067.9473,MULTI-STOREY CAR PARK
1364,2.15,BLK 54 COMMONWEALTH DRIVE,CDM,23934.8536,31553.8887,MULTI-STOREY CAR PARK
1365,2.15,BLK 256A ANG MO KIO STREET 21,AM16,28267.0582,39151.8344,MULTI-STOREY CAR PARK
1366,2,BLK 787A CHOA CHU KANG DRIVE,CK47,18471.7225,41904.1787,MULTI-STOREY CAR PARK
1367,0,BLK 48/48A DURHAM ROAD,KJ3,29848.7578,32968.1406,SURFACE CAR PARK
1368,2.15,BLK 295 COMPASSVALE CRESCENT,SK45,35280.3263,42165.1817,MULTI-STOREY CAR PARK
1369,2.15,BLK 312 ANCHORVALE LANE,SK46,33763.8587,41567.8926,MULTI-STOREY CAR PARK
1370,2.15,BLK 207 PUNGGOL PLACE,PL47,35522.7156,42499.8392,MULTI-STOREY CAR PARK
1371,2.15,BLK 426A WOODLANDS STREET 41,W46,21362.6102,45378.0962,MULTI-STOREY CAR PARK
1372,4.5,BLK 140/142 JALAN BUKIT MERAH,TE14,27503.2019,28827.5456,SURFACE CAR PARK
1373,2.15,BLK 437 FERNVALE ROAD,SK69,32787.0554,41601.8227,MULTI-STOREY CAR PARK
1374,1.9,BLK 125 SIMEI STREET 1,SIM2,41421.5824,36471.461,MULTI-STOREY CAR PARK
1375,2.15,BLK 890 TAMPINES AVENUE 1,TM48,39220.4729,36578.8195,MULTI-STOREY CAR PARK
1376,2.15,BLK 494F TAMPINES STREET 43,TM49,41321.7712,38447.8005,MULTI-STOREY CAR PARK
1377,2.15,BLK 879C TAMPINES AVENUE 8,TM51,38621.1252,37032.665,MULTI-STOREY CAR PARK
1378,4.5,BLK 204/209 NEW UPPER CHANGI ROAD,B6,38797.4548,34284.616,SURFACE CAR PARK
1379,4.5,BLK 55 LENGKOK BAHRU,BM12,25769.3044,30009.7592,SURFACE CAR PARK
1380,2.15,BLK 504 MONTREAL DRIVE,SB17,26928.4878,48059.5679,MULTI-STOREY CAR PARK
1381,2.15,BLK 546A WOODLANDS DRIVE 16,W546,23558.6725,45719.8134,MULTI-STOREY CAR PARK
1382,2.15,BLK 895D WOODLANDS DRIVE 50,W58,23429.9641,46416.6889,MULTI-STOREY CAR PARK
1383,2.15,BLK 8 UPPER BOON KENG ROAD,UBM2,32125.5883,32822.4057,MULTI-STOREY CAR PARK
1384,1.9,BLK 1A TOH YI DRIVE,TY1,21441.5507,35689.479,MULTI-STOREY CAR PARK
1385,4.5,BLK 236 TO 240 TOA PAYOH LORONG 1,TP60,30107.83,35814.16,SURFACE CAR PARK
1386,2.15,BLK 108 CANBERRA WALK,SB39,27876.1108,47714.037,MULTI-STOREY CAR PARK
1387,0,"BLK 28,30,32,34,36 CASSIA CRESCENT",K10,33686.7144,32414.074,SURFACE CAR PARK
1388,0,BLK 62 DAKOTA CRESCENT,K19,34230.6149,32242.3548,SURFACE CAR PARK
